101,993846,2.9080422
101,2278388,2.8933246
101,1408101,2.882108
101,770828,2.8723636000000003
101,1535109,2.858819
101,1454468,2.8414145
101,1300854,2.8158993999999997
101,1853728,2.80583
101,1392214,2.7839982999999995
101,2024544,2.7838258999999996
111,1211837,3.1443274
111,2250912,2.8609324000000003
111,369610,2.7622616
111,2582802,2.7220998
111,2911666,2.7160273
111,2395427,2.67605
111,2267998,2.6639097
111,4154756,2.5721097
111,2562232,2.562102
111,2381249,2.5574790000000003
117,8579674,2.4393337
117,8367814,2.4084783
117,7713068,2.4062745999999997
117,6723592,2.2853397999999996
117,5727208,2.2770987000000003
117,3281548,2.2640507000000003
117,7888964,2.2460399
117,12361974,2.2329612
117,8332922,2.216352
117,3228774,2.2007847000000003
150,770828,3.6452394
150,1300854,3.6124089
150,993846,3.5960064
150,816711,3.4788120000000005
150,1670345,3.4509306000000004
150,1483013,3.4242203
150,1800241,3.385649
150,2024544,3.331287
150,2015381,3.3304145
150,1392214,3.329046
152,6751668,4.2024446
152,1950186,4.0365305000000005
152,5727208,4.018174
152,7286456,4.0103703
152,2584384,3.8632758000000003
152,8579674,3.7810805
152,8946378,3.7137667999999997
152,7131622,3.6339042
152,1051906,3.5645177
152,8936646,3.488882
172,8579674,4.7334805
172,6751668,4.510374
172,5727208,4.371064
172,1051906,4.2102246
172,7286456,4.161312000000001
172,7713068,4.156765
172,1502397,4.0376363
172,8936646,3.7947550000000003
172,8228288,3.7693295
172,7653254,3.758596
261,8579674,3.7679574000000002
261,6751668,3.619358
261,7713068,3.5943732
261,2584384,3.5866113
261,8946378,3.5341012000000003
261,3281548,3.5001656999999997
261,8367814,3.4493080000000003
261,5727208,3.4397385000000003
261,8936646,3.4052879999999996
261,7286456,3.3457544
279,3228774,2.9663307999999997
279,8367814,2.7569664
279,1051906,2.7501017999999995
279,7069210,2.7103314
279,6723592,2.6712103
279,3480822,2.657489
279,7713068,2.6142947999999997
279,5109280,2.5956178
279,5727208,2.5913562999999997
279,7550000,2.5703714
300,1211837,3.8603660000000004
300,2488496,3.8511040000000003
300,816692,3.8224406
300,1392190,3.8193449999999998
300,2543164,3.7739097999999998
300,369610,3.723521
300,3498820,3.6651702000000004
300,2582802,3.6400871
300,2379713,3.6251452000000004
300,3460252,3.6167754999999997
309,6751668,4.6438394
309,8367814,4.566461
309,1950186,4.195336
309,6723592,4.1122993999999995
309,8228288,4.060667
309,8936646,3.9561005
309,7286456,3.9511364
309,12361974,3.9036972999999997
309,7131622,3.88231
309,7653254,3.8509656999999997
310,5052448,2.2949407
310,4034228,2.2504814
310,5700672,2.2425306000000003
310,2543164,2.2274501
310,3783958,2.1653852000000002
310,3263904,2.0442414
310,2582782,2.0147998
310,5013056,1.9955610000000001
310,3741834,1.9828786
310,1727824,1.9561194
318,993846,4.4531089999999995
318,770828,4.287257
318,1300854,4.281985
318,816692,4.1979055
318,816711,4.103547
318,1670345,4.083199
318,1408101,4.072436
318,2024544,4.068721
318,1853728,4.0567355
318,2278388,4.052521
371,770828,3.2132292000000002
371,1300854,3.1482457999999998
371,1853728,3.074687
371,816711,3.0213992999999997
371,1483013,2.9463162
371,2302755,2.9418235
371,1663662,2.925418
371,2024544,2.904855
371,1670345,2.8823529999999997
371,1343092,2.8699214
407,1431045,3.467801
407,1386697,3.3778002000000003
407,1211837,3.3699625
407,2543164,3.3329806000000004
407,3501632,3.3045322999999995
407,2911666,3.2630515
407,5013056,3.2243304
407,2084970,3.2191810000000003
407,816692,3.2159294999999997
407,3315342,3.2134626
442,1431045,4.1696258
442,816692,4.061262999999999
442,2975590,4.046976
442,2543164,4.015265
442,478970,3.9619400000000002
442,3315342,3.9582907999999994
442,2267998,3.940356
442,2488496,3.9344258
442,1392190,3.8904769999999997
442,1663202,3.8821485
583,993846,4.6715436
583,1853728,4.553961
583,1392214,4.392254400000001
583,1800241,4.3829412
583,2024544,4.342669
583,1343092,4.336576
583,1981115,4.325383
583,1877832,4.314614
583,1535109,4.309243700000001
583,1457767,4.289798
590,1300854,4.745411
590,816711,4.5560327
590,1408101,4.554202
590,1454468,4.518682
590,1483013,4.395450599999999
590,1663662,4.3934774
590,1670345,4.392968
590,1853728,4.386516599999999
590,1343092,4.337388
590,2302755,4.330203
592,2543164,4.1909957
592,5013056,4.002942
592,3501632,4.0004325
592,3315342,3.9989877000000003
592,3890160,3.989872
592,1825683,3.9797029999999998
592,1431045,3.9656211999999997
592,1396484,3.9476468999999996
592,451279,3.8898473
592,1386697,3.8703407999999997
595,1663202,3.184605
595,1392190,3.1115165
595,478970,3.0935352000000003
595,816692,3.0670693
595,369610,3.0543387
595,1211837,3.040614
595,2267998,2.9974992
595,2543164,2.9655976
595,2802144,2.9198593999999995
595,2562232,2.8662045
674,816692,3.7171025
674,2488496,3.5849376000000004
674,1211837,3.5539973
674,993846,3.5044405
674,2084970,3.4966852999999993
674,2278388,3.490904
674,369610,3.4036760000000004
674,3315342,3.3847413
674,3498820,3.3809108999999995
674,1853728,3.3485367
692,1825683,3.7513739999999998
692,3890160,3.5895589999999995
692,5013056,3.5412571
692,3501632,3.5390080000000004
692,4154756,3.5102606
692,2543164,3.4439275
692,2380307,3.4169552000000003
692,2119532,3.4036480000000005
692,974015,3.4014354
692,5027774,3.3435387999999997
699,1431045,4.002006
699,2543164,3.9020029999999997
699,3315342,3.8036434999999997
699,1663202,3.7490935
699,2488496,3.6761446
699,5052448,3.6361510000000004
699,5013056,3.619232
699,3783958,3.6018684000000003
699,1392190,3.5943909
699,3460252,3.5788786
745,8579674,2.737177
745,2543164,2.7350016
745,6966692,2.562296
745,8946378,2.558579
745,1211837,2.5569901
745,5027774,2.5540693
745,6644200,2.5328912999999997
745,3501632,2.4943507
745,1825683,2.4942515
745,5013056,2.4858942
863,4154756,3.7719373999999997
863,5013056,3.7183692
863,2543164,3.694871
863,3501632,3.6481519999999996
863,451279,3.5861845000000003
863,5027774,3.5852675000000005
863,2250912,3.5364676
863,6644200,3.4441699999999997
863,3896198,3.4295089999999995
863,1386697,3.3339663
921,770828,4.81347
921,1454468,4.6663464999999995
921,993846,4.504655400000001
921,1483013,4.500751999999999
921,1853728,4.4664097
921,1343092,4.4059415
921,2302755,4.3987184
921,1392214,4.3168197
921,1951264,4.277572
921,1623205,4.2692566
941,1211837,3.182994
941,1270797,3.1588447
941,1825683,3.1520362
